instanceID,courseCode,teacherID,studyPeriod,academicYear
I-1776,1024,19900128-0095,3.0,2021-2022
I-1777,1139,19930302-0135,4.0,2022-2023
I-1778,1212,19921002-0129,1.0,2022-2023
I-1779,1190,19910403-0103,1.0,2022-2023
I-1780,1163,19901026-0111,1.0,2022-2023
I-1781,1130,19920917-0109,3.0,2022-2023
I-1782,1259,19790702-0038,4.0,2022-2023
I-1783,1176,19900520-0063,1.0,2022-2023
I-1784,1149,19900616-0124,1.0,2022-2023
I-1785,1041,19750122-0056,4.0,2022-2023
I-1786,1265,19921123-0108,1.0,2023-2024
I-1787,1256,19750102-0059,4.0,2023-2024
I-1788,1110,19790717-0045,2.0,2023-2024
I-1789,1003,19750220-0037,1.0,2023-2024
I-1790,1184,19930919-0137,3.0,2023-2024
I-1791,1163,19910206-0081,3.0,2023-2024
I-1792,1053,19760524-0046,2.0,2023-2024
I-1793,1020,19911116-0069,4.0,2023-2024
I-1794,1037,19750417-0051,4.0,2013-2014
I-1795,1288,19900902-0114,1.0,2013-2014
I-1796,1204,19761009-0055,3.0,2013-2014
I-1797,1149,19900211-0140,4.0,2013-2014
I-1798,1259,19910403-0103,1.0,2013-2014
I-1799,1251,19931212-0079,2.0,2013-2014
I-1800,1111,19750417-0051,1.0,2013-2014
I-1801,1080,19761024-0034,3.0,2013-2014
I-1802,1071,19920602-0073,1.0,2013-2014
I-1803,1015,19790717-0045,1.0,2014-2015
I-1804,1283,19781125-0031,3.0,2014-2015
I-1805,1142,19920826-0088,4.0,2014-2015
I-1806,1132,19900201-0074,1.0,2014-2015
I-1807,1245,19751018-0039,4.0,2014-2015
I-1808,1216,19901026-0111,4.0,2014-2015
I-1809,1173,19901002-0085,1.0,2014-2015
I-1810,1014,19750906-0032,3.0,2014-2015
I-1811,1216,19930221-0139,4.0,2015-2016
I-1812,1092,19900211-0140,1.0,2015-2016
I-1813,1264,19790708-0041,4.0,2015-2016
I-1814,1196,19761009-0055,2.0,2015-2016
I-1815,1028,19910122-0077,1.0,2015-2016
I-1816,1171,19910822-0122,1.0,2015-2016
I-1817,1145,19900909-0123,4.0,2015-2016
I-1818,1087,19900902-0114,3.0,2015-2016
I-1819,1086,19910514-0068,4.0,2015-2016
I-1820,1058,19911025-0091,4.0,2016-2017
I-1821,1220,19781130-0054,3.0,2016-2017
I-1822,1213,19900619-0076,2.0,2016-2017
I-1823,1118,19910817-0092,1.0,2016-2017
I-1824,1098,19900119-0104,4.0,2016-2017
I-1825,1241,19780317-0052,2.0,2016-2017
I-1826,1236,19910101-0133,2.0,2016-2017
I-1827,1215,19750220-0037,4.0,2016-2017
I-1828,1161,19750220-0037,1.0,2016-2017
I-1829,1010,19781130-0054,1.0,2016-2017
I-1830,1030,19920505-0115,3.0,2017-2018
I-1831,1292,19910927-0128,3.0,2017-2018
I-1832,1222,19900909-0123,4.0,2017-2018
I-1833,1213,19750220-0037,1.0,2017-2018
I-1834,1199,19760524-0046,1.0,2017-2018
I-1835,1261,19770224-0058,3.0,2017-2018
I-1836,1255,19901011-0119,1.0,2017-2018
I-1837,1253,19780317-0052,1.0,2017-2018
I-1838,1185,19930906-0110,2.0,2017-2018
I-1839,1105,19910206-0081,1.0,2017-2018
I-1840,1091,19780602-0035,2.0,2017-2018
I-1841,1228,19930829-0082,2.0,2018-2019
I-1842,1094,19930508-0061,4.0,2018-2019
I-1843,1257,19900128-0095,4.0,2018-2019
I-1844,1176,19780424-0057,1.0,2018-2019
I-1845,1135,19920320-0121,4.0,2018-2019
I-1846,1020,19750512-0043,1.0,2018-2019
I-1847,1199,19931203-0066,4.0,2018-2019
I-1848,1171,19910403-0131,1.0,2018-2019
I-1849,1121,19781125-0031,1.0,2018-2019
I-1850,1023,19900801-0130,2.0,2018-2019
I-1851,1031,19930228-0086,4.0,2019-2020
I-1852,1233,19900818-0116,1.0,2019-2020
I-1853,1189,19780602-0035,2.0,2019-2020
I-1854,1152,19760108-0050,4.0,2019-2020
I-1855,1296,19920602-0073,3.0,2019-2020
I-1856,1271,19761024-0034,1.0,2019-2020
I-1857,1166,19781125-0031,2.0,2019-2020
I-1858,1007,19900723-0126,2.0,2019-2020
I-1859,1217,19900701-0113,3.0,2020-2021
I-1860,1101,19770224-0058,1.0,2020-2021
I-1861,1136,19770224-0058,4.0,2020-2021
I-1862,1132,19920504-0093,4.0,2020-2021
I-1863,1262,19751018-0039,4.0,2020-2021
I-1864,1257,19780317-0052,1.0,2020-2021
I-1865,1255,19750417-0051,3.0,2020-2021
I-1866,1198,19910421-0067,1.0,2020-2021
I-1867,1069,19921208-0097,2.0,2020-2021
I-1868,1026,19781125-0031,4.0,2020-2021
I-1869,1234,19910404-0102,1.0,2021-2022
I-1870,1038,19770713-0042,3.0,2021-2022
I-1871,1251,19931203-0066,4.0,2021-2022
I-1872,1203,19920320-0121,4.0,2021-2022
I-1873,1172,19910327-0096,2.0,2021-2022
I-1874,1039,19920828-0070,3.0,2021-2022
I-1875,1270,19900902-0114,4.0,2021-2022
I-1876,1140,19790717-0045,1.0,2021-2022
I-1877,1126,19900426-0089,3.0,2021-2022
I-1878,1093,19761020-0044,2.0,2021-2022
I-1879,1084,19750102-0059,4.0,2021-2022
I-1880,1256,19900430-0112,3.0,2022-2023
I-1881,1112,19900430-0112,3.0,2022-2023
I-1882,1286,19900321-0080,1.0,2022-2023
I-1883,1069,19900211-0140,3.0,2022-2023
I-1884,1052,19780424-0057,4.0,2022-2023
I-1885,1003,19900307-0105,1.0,2022-2023
I-1886,1275,19910421-0067,3.0,2022-2023
I-1887,1110,19930326-0132,1.0,2022-2023
I-1888,1109,19750512-0043,4.0,2022-2023
I-1889,1066,19900430-0112,3.0,2022-2023
I-1890,1067,19780602-0035,4.0,2022-2023
I-1891,1030,19790618-0048,3.0,2022-2023
I-1892,1077,19780317-0052,3.0,2023-2024
I-1893,1011,19920206-0072,3.0,2023-2024
I-1894,1218,19761009-0055,3.0,2023-2024
I-1895,1187,19761024-0034,2.0,2023-2024
I-1896,1162,19781217-0053,4.0,2023-2024
I-1897,1021,19770713-0042,3.0,2023-2024
I-1898,1276,19900723-0126,2.0,2023-2024
I-1899,1263,19750512-0043,4.0,2023-2024
I-1900,1222,19900321-0080,4.0,2023-2024
I-1901,1173,19931231-0099,2.0,2023-2024
I-1902,1144,19910214-0084,4.0,2023-2024
I-1903,1092,19760108-0050,4.0,2023-2024
I-1904,1211,19771013-0040,2.0,2013-2014
I-1905,1156,19900902-0114,1.0,2013-2014
I-1906,1251,19761024-0034,3.0,2013-2014
I-1907,1246,19900201-0074,4.0,2013-2014
I-1908,1146,19771013-0040,4.0,2013-2014
I-1909,1117,19901108-0087,2.0,2013-2014
I-1910,1290,19900430-0112,2.0,2013-2014
I-1911,1257,19790702-0038,1.0,2013-2014
I-1912,1170,19910206-0081,4.0,2013-2014
I-1913,1141,19900909-0123,3.0,2013-2014
I-1914,1026,19770713-0042,3.0,2014-2015
I-1915,1138,19790708-0041,4.0,2014-2015
I-1916,1057,19750705-0033,2.0,2014-2015
I-1917,1233,19930829-0082,3.0,2014-2015
I-1918,1188,19900321-0080,3.0,2014-2015
I-1919,1117,19900119-0104,4.0,2014-2015
I-1920,1113,19920122-0065,1.0,2014-2015
I-1921,1030,19920602-0073,4.0,2014-2015
I-1922,1195,19790618-0048,3.0,2015-2016
I-1923,1010,19780602-0035,2.0,2015-2016
I-1924,1297,19910101-0133,1.0,2015-2016
I-1925,1156,19900818-0116,4.0,2015-2016
I-1926,1287,19920206-0072,3.0,2015-2016
I-1927,1196,19910206-0081,2.0,2015-2016
I-1928,1183,19900211-0140,1.0,2015-2016
I-1929,1142,19790708-0041,2.0,2015-2016
I-1930,1058,19900723-0126,3.0,2015-2016
I-1931,1271,19900723-0126,2.0,2016-2017
I-1932,1104,19761024-0034,2.0,2016-2017
I-1933,1258,19900317-0083,2.0,2016-2017
I-1934,1181,19790618-0048,2.0,2016-2017
I-1935,1142,19790702-0038,3.0,2016-2017
I-1936,1094,19770224-0058,1.0,2016-2017
I-1937,1270,19750102-0059,3.0,2016-2017
I-1938,1266,19910101-0133,4.0,2016-2017
I-1939,1226,19750722-0060,3.0,2016-2017
I-1940,1077,19920217-0098,3.0,2016-2017
I-1941,1015,19901029-0071,2.0,2016-2017
I-1942,1233,19920320-0121,2.0,2017-2018
I-1943,1172,19750705-0033,4.0,2017-2018
I-1944,1286,19930414-0106,3.0,2017-2018
I-1945,1238,19771013-0040,2.0,2017-2018
I-1946,1299,19750331-0036,3.0,2017-2018
I-1947,1186,19920316-0107,3.0,2017-2018
I-1948,1176,19921127-0120,4.0,2017-2018
I-1949,1169,19900430-0112,4.0,2017-2018
I-1950,1098,19780815-0047,3.0,2017-2018
I-1951,1026,19931212-0079,4.0,2017-2018
I-1952,1107,19900119-0104,3.0,2018-2019
I-1953,1045,19750906-0032,1.0,2018-2019
I-1954,1205,19900307-0105,4.0,2018-2019
I-1955,1109,19921208-0097,1.0,2018-2019
I-1956,1104,19760524-0046,1.0,2018-2019
I-1957,1266,19790426-0049,1.0,2018-2019
I-1958,1130,19790426-0049,2.0,2018-2019
I-1959,1115,19750122-0056,3.0,2018-2019
I-1960,1094,19750906-0032,1.0,2018-2019
I-1961,1008,19750705-0033,4.0,2018-2019
I-1962,1123,19790426-0049,2.0,2019-2020
I-1963,1015,19910921-0136,1.0,2019-2020
I-1964,1291,19790702-0038,2.0,2019-2020
I-1965,1148,19920226-0075,2.0,2019-2020
I-1966,1082,19900317-0083,1.0,2019-2020
I-1967,1251,19910404-0102,1.0,2019-2020
I-1968,1250,19900909-0123,4.0,2019-2020
I-1969,1228,19920316-0107,1.0,2019-2020
I-1970,1018,19780317-0052,4.0,2019-2020
I-1971,1258,19760524-0046,3.0,2020-2021
I-1972,1289,19911025-0091,1.0,2020-2021
I-1973,1265,19790426-0049,4.0,2020-2021
I-1974,1116,19900511-0134,3.0,2020-2021
I-1975,1282,19750722-0060,4.0,2020-2021
I-1976,1234,19780815-0047,1.0,2020-2021
I-1977,1209,19780602-0035,3.0,2020-2021
I-1978,1114,19761009-0055,1.0,2020-2021
I-1979,1098,19761024-0034,1.0,2020-2021
I-1980,1030,19790618-0048,3.0,2020-2021
I-1981,1147,19900124-0064,2.0,2021-2022
I-1982,1212,19771013-0040,4.0,2021-2022
I-1983,1183,19921218-0101,2.0,2021-2022
I-1984,1082,19910822-0122,4.0,2021-2022
I-1985,1003,19910403-0103,3.0,2021-2022
I-1986,1281,19750705-0033,1.0,2021-2022
I-1987,1265,19750705-0033,1.0,2021-2022
I-1988,1171,19930326-0132,2.0,2021-2022
I-1989,1148,19900426-0089,1.0,2021-2022
I-1990,1118,19911025-0091,1.0,2021-2022
I-1991,1080,19930302-0135,4.0,2021-2022
I-1992,1293,19920602-0073,1.0,2022-2023
I-1993,1060,19781217-0053,3.0,2022-2023
I-1994,1016,19750906-0032,3.0,2022-2023
I-1995,1253,19920206-0072,1.0,2022-2023
I-1996,1232,19750906-0032,3.0,2022-2023
I-1997,1227,19901002-0085,2.0,2022-2023
I-1998,1210,19761020-0044,4.0,2022-2023
I-1999,1201,19790702-0038,2.0,2022-2023
I-2000,1179,19901108-0087,1.0,2023-2024
I-2001,1073,19900430-0112,3.0,2023-2024
I-2002,1291,19781130-0054,2.0,2023-2024
I-2003,1103,19780815-0047,1.0,2023-2024
I-2004,1296,19910421-0067,4.0,2023-2024
I-2005,1155,19750122-0056,1.0,2023-2024
I-2006,1150,19910404-0102,4.0,2023-2024
I-2007,1094,19750906-0032,4.0,2023-2024
I-2008,1010,19750417-0051,4.0,2023-2024
I-2009,1077,19910921-0136,3.0,2013-2014
I-2010,1160,19931203-0066,3.0,2013-2014
I-2011,1112,19790717-0045,4.0,2013-2014
I-2012,1080,19750512-0043,2.0,2013-2014
I-2013,1156,19781217-0053,2.0,2013-2014
I-2014,1091,19781125-0031,4.0,2013-2014
I-2015,1064,19760524-0046,4.0,2013-2014
I-2016,1055,19900317-0083,3.0,2013-2014
I-2017,1015,19900119-0104,4.0,2013-2014
I-2018,1202,19920602-0073,2.0,2014-2015
I-2019,1193,19790702-0038,3.0,2014-2015
I-2020,1124,19911116-0069,2.0,2014-2015
I-2021,1096,19911025-0091,3.0,2014-2015
I-2022,1066,19770224-0058,4.0,2014-2015
I-2023,1133,19930326-0132,3.0,2014-2015
I-2024,1131,19920320-0121,3.0,2014-2015
I-2025,1082,19911116-0069,1.0,2014-2015
I-2026,1052,19900723-0126,1.0,2014-2015
I-2027,1253,19750722-0060,4.0,2015-2016
I-2028,1228,19760524-0046,2.0,2015-2016
I-2029,1298,19750906-0032,1.0,2015-2016
I-2030,1233,19900619-0076,3.0,2015-2016
I-2031,1181,19900307-0105,4.0,2015-2016
I-2032,1246,19781217-0053,2.0,2015-2016
I-2033,1203,19930221-0139,1.0,2015-2016
I-2034,1146,19930709-0100,3.0,2015-2016
I-2035,1135,19790717-0045,2.0,2015-2016
I-2036,1074,19900801-0130,1.0,2015-2016
I-2037,1240,19760108-0050,4.0,2016-2017
I-2038,1198,19901026-0111,2.0,2016-2017
I-2039,1282,19790708-0041,4.0,2016-2017
I-2040,1165,19920826-0088,2.0,2016-2017
I-2041,1079,19790426-0049,1.0,2016-2017
I-2042,1291,19900701-0138,1.0,2016-2017
I-2043,1285,19930414-0106,3.0,2016-2017
I-2044,1137,19790717-0045,1.0,2016-2017
I-2045,1085,19911025-0091,2.0,2016-2017
I-2046,1018,19930709-0100,2.0,2016-2017
I-2047,1003,19750331-0036,1.0,2016-2017
I-2048,1122,19910421-0067,2.0,2017-2018
I-2049,1084,19751018-0039,4.0,2017-2018
I-2050,1268,19900119-0104,3.0,2017-2018
I-2051,1224,19921218-0101,2.0,2017-2018
I-2052,1147,19750705-0033,3.0,2017-2018
I-2053,1104,19900128-0095,1.0,2017-2018
I-2054,1272,19920316-0107,4.0,2017-2018
I-2055,1233,19920505-0115,3.0,2017-2018
I-2056,1182,19930221-0139,3.0,2017-2018
I-2057,1108,19780317-0052,2.0,2017-2018
I-2058,1237,19750417-0051,3.0,2018-2019
I-2059,1025,19790717-0045,1.0,2018-2019
I-2060,1127,19920505-0115,4.0,2018-2019
I-2061,1126,19930829-0082,2.0,2018-2019
I-2062,1123,19750417-0051,1.0,2018-2019
I-2063,1015,19790702-0038,1.0,2018-2019
I-2064,1268,19761024-0034,1.0,2018-2019
I-2065,1257,19930508-0061,2.0,2018-2019
I-2066,1154,19921208-0097,3.0,2018-2019
I-2067,1147,19921127-0120,3.0,2018-2019
I-2068,1034,19770224-0058,1.0,2018-2019
I-2069,1194,19930919-0137,4.0,2019-2020
I-2070,1108,19930228-0086,3.0,2019-2020
I-2071,1220,19790717-0045,3.0,2019-2020
I-2072,1097,19751018-0039,1.0,2019-2020
I-2073,1026,19901026-0111,4.0,2019-2020
I-2074,1010,19900426-0089,3.0,2019-2020
I-2075,1222,19920316-0107,2.0,2019-2020
I-2076,1218,19900701-0138,1.0,2019-2020
I-2077,1188,19790618-0048,4.0,2019-2020
I-2078,1177,19750722-0060,2.0,2019-2020
I-2079,1107,19920504-0093,2.0,2019-2020
I-2080,1282,19920320-0121,3.0,2020-2021
I-2081,1074,19790708-0041,3.0,2020-2021
I-2082,1272,19900128-0095,1.0,2020-2021
I-2083,1239,19911116-0069,4.0,2020-2021
I-2084,1290,19900616-0124,4.0,2020-2021
I-2085,1187,19770713-0042,4.0,2020-2021
I-2086,1179,19761024-0034,2.0,2020-2021
I-2087,1157,19920602-0073,4.0,2020-2021
I-2088,1047,19780424-0057,1.0,2020-2021
I-2089,1035,19900701-0138,2.0,2020-2021
I-2090,1249,19750512-0043,3.0,2021-2022
I-2091,1177,19900119-0104,1.0,2021-2022
I-2092,1099,19900616-0124,3.0,2021-2022
I-2093,1054,19760108-0050,2.0,2021-2022
I-2094,1294,19920316-0107,2.0,2021-2022
I-2095,1104,19750331-0036,3.0,2021-2022
I-2096,1062,19790708-0041,2.0,2021-2022
I-2097,1019,19750722-0060,4.0,2021-2022
I-2098,1102,19750906-0032,3.0,2022-2023
I-2099,1280,19750122-0056,3.0,2022-2023
I-2100,1156,19751018-0039,2.0,2022-2023
I-2101,1057,19910921-0136,4.0,2022-2023
I-2102,1276,19750417-0051,3.0,2022-2023
I-2103,1224,19790426-0049,4.0,2022-2023
I-2104,1171,19761024-0034,1.0,2022-2023
I-2105,1141,19920226-0075,2.0,2022-2023
I-2106,1085,19771013-0040,1.0,2022-2023
I-2107,1048,19920206-0072,4.0,2023-2024
I-2108,1014,19751018-0039,4.0,2023-2024
I-2109,1289,19750122-0056,3.0,2023-2024
I-2110,1247,19900211-0140,1.0,2023-2024
I-2111,1209,19900430-0112,3.0,2023-2024
I-2112,1152,19910122-0077,4.0,2023-2024
I-2113,1259,19780602-0035,2.0,2023-2024
I-2114,1252,19901011-0119,4.0,2023-2024
I-2115,1178,19920217-0098,1.0,2023-2024
I-2116,1155,19920504-0093,2.0,2023-2024
I-2117,1130,19931231-0099,2.0,2023-2024
I-2118,1066,19921123-0108,1.0,2013-2014
I-2119,1026,19781125-0031,2.0,2013-2014
I-2120,1176,19900701-0113,1.0,2013-2014
I-2121,1101,19910206-0081,4.0,2013-2014
I-2122,1047,19771013-0040,2.0,2013-2014
I-2123,1012,19931203-0066,1.0,2013-2014
I-2124,1290,19921123-0108,3.0,2013-2014
I-2125,1284,19761009-0055,1.0,2013-2014
I-2126,1276,19770713-0042,2.0,2013-2014
I-2127,1105,19781130-0054,3.0,2013-2014
I-2128,1072,19900128-0095,3.0,2014-2015
I-2129,1140,19790702-0038,3.0,2014-2015
I-2130,1123,19900211-0140,1.0,2014-2015
I-2131,1006,19930709-0100,4.0,2014-2015
I-2132,1234,19750122-0056,2.0,2014-2015
I-2133,1085,19750220-0037,1.0,2014-2015
I-2134,1078,19930919-0137,2.0,2014-2015
I-2135,1037,19760108-0050,4.0,2014-2015
I-2136,1247,19930906-0110,1.0,2015-2016
I-2137,1254,19930228-0086,2.0,2015-2016
I-2138,1252,19750722-0060,3.0,2015-2016
I-2139,1074,19750722-0060,1.0,2015-2016
I-2140,1014,19921123-0108,3.0,2015-2016
I-2141,1226,19931226-0118,2.0,2015-2016
I-2142,1215,19901108-0087,2.0,2015-2016
I-2143,1102,19931118-0062,1.0,2015-2016
I-2144,1026,19751018-0039,1.0,2015-2016
I-2145,1013,19900619-0076,2.0,2015-2016
I-2146,1186,19781217-0053,4.0,2016-2017
I-2147,1004,19761009-0055,2.0,2016-2017
I-2148,1133,19790708-0041,3.0,2016-2017
I-2149,1122,19930302-0135,1.0,2016-2017
I-2150,1003,19790702-0038,2.0,2016-2017
I-2151,1292,19910327-0096,4.0,2016-2017
I-2152,1250,19900520-0063,1.0,2016-2017
I-2153,1168,19781125-0031,3.0,2016-2017
I-2154,1094,19770713-0042,1.0,2016-2017
I-2155,1038,19931212-0079,3.0,2016-2017
I-2156,1236,19750512-0043,1.0,2017-2018
I-2157,1109,19901108-0087,2.0,2017-2018
I-2158,1200,19910403-0103,3.0,2017-2018
I-2159,1189,19750512-0043,3.0,2017-2018
I-2160,1075,19900430-0112,3.0,2017-2018
I-2161,1157,19921201-0094,4.0,2017-2018
I-2162,1126,19790426-0049,4.0,2017-2018
I-2163,1088,19931118-0062,3.0,2017-2018
I-2164,1083,19780602-0035,3.0,2017-2018
I-2165,1060,19900201-0074,4.0,2017-2018
I-2166,1037,19911025-0091,4.0,2017-2018
I-2167,1266,19750417-0051,2.0,2018-2019
I-2168,1206,19900619-0076,1.0,2018-2019
I-2169,1295,19750220-0037,2.0,2018-2019
I-2170,1281,19761020-0044,1.0,2018-2019
I-2171,1259,19770713-0042,4.0,2018-2019
I-2172,1216,19900201-0074,3.0,2018-2019
I-2173,1079,19921218-0101,2.0,2018-2019
I-2174,1017,19761024-0034,2.0,2018-2019
I-2175,1230,19781130-0054,4.0,2019-2020
I-2176,1239,19900909-0123,3.0,2019-2020
I-2177,1217,19920320-0121,2.0,2019-2020
I-2178,1291,19761009-0055,3.0,2019-2020
I-2179,1277,19781217-0053,2.0,2019-2020
I-2180,1157,19751018-0039,4.0,2019-2020
I-2181,1144,19920504-0093,2.0,2019-2020
I-2182,1120,19920122-0065,2.0,2019-2020
I-2183,1105,19790702-0038,2.0,2019-2020
I-2184,1224,19761009-0055,2.0,2020-2021
I-2185,1045,19921218-0101,3.0,2020-2021
I-2186,1286,19930414-0106,2.0,2020-2021
I-2187,1197,19921127-0120,4.0,2020-2021
I-2188,1192,19750122-0056,4.0,2020-2021
I-2189,1067,19751018-0039,4.0,2020-2021
I-2190,1299,19770713-0042,3.0,2020-2021
I-2191,1220,19780424-0057,2.0,2020-2021
I-2192,1131,19750722-0060,2.0,2020-2021
I-2193,1128,19750906-0032,1.0,2020-2021
I-2194,1270,19900124-0064,4.0,2021-2022
I-2195,1248,19761024-0034,2.0,2021-2022
I-2196,1215,19790702-0038,2.0,2021-2022
I-2197,1213,19910403-0131,3.0,2021-2022
I-2198,1088,19790708-0041,1.0,2021-2022
I-2199,1280,19931231-0099,2.0,2021-2022
I-2200,1279,19910817-0092,2.0,2021-2022
I-2201,1204,19900511-0134,1.0,2021-2022
I-2202,1165,19920504-0093,1.0,2021-2022
I-2203,1164,19750722-0060,3.0,2021-2022
I-2204,1191,19900909-0123,2.0,2022-2023
I-2205,1299,19761009-0055,2.0,2022-2023
I-2206,1223,19781125-0031,1.0,2022-2023
I-2207,1180,19901108-0087,2.0,2022-2023
I-2208,1003,19750512-0043,4.0,2022-2023
I-2209,1238,19900321-0080,4.0,2022-2023
I-2210,1217,19921002-0129,2.0,2022-2023
I-2211,1098,19780602-0035,1.0,2022-2023
I-2212,1084,19900701-0138,3.0,2022-2023
I-2213,1264,19900902-0090,2.0,2023-2024
I-2214,1032,19770713-0042,2.0,2023-2024
I-2215,1185,19790702-0038,3.0,2023-2024
I-2216,1150,19750102-0059,2.0,2023-2024
I-2217,1038,19780815-0047,2.0,2023-2024
I-2218,1297,19790618-0048,2.0,2023-2024
I-2219,1275,19901108-0087,1.0,2023-2024
I-2220,1266,19750722-0060,2.0,2023-2024
I-2221,1072,19910206-0081,1.0,2023-2024
I-2222,1008,19780317-0052,4.0,2013-2014
I-2223,1208,19910327-0096,3.0,2013-2014
I-2224,1160,19930326-0132,3.0,2013-2014
I-2225,1054,19900520-0063,4.0,2013-2014
I-2226,1016,19750722-0060,3.0,2013-2014
I-2227,1265,19930829-0082,4.0,2013-2014
I-2228,1252,19911025-0091,1.0,2013-2014
I-2229,1191,19920316-0107,1.0,2013-2014
I-2230,1166,19750512-0043,2.0,2013-2014
I-2231,1137,19790717-0045,3.0,2013-2014
I-2232,1058,19750722-0060,4.0,2014-2015
I-2233,1097,19780317-0052,3.0,2014-2015
I-2234,1064,19781217-0053,3.0,2014-2015
I-2235,1038,19900616-0124,4.0,2014-2015
I-2236,1009,19750331-0036,1.0,2014-2015
I-2237,1182,19930512-0117,4.0,2014-2015
I-2238,1141,19920505-0115,4.0,2014-2015
I-2239,1120,19910206-0081,2.0,2014-2015
I-2240,1107,19921201-0094,3.0,2014-2015
I-2241,1094,19930302-0135,1.0,2014-2015
I-2242,1046,19900321-0080,1.0,2014-2015
I-2243,1169,19790717-0045,4.0,2015-2016
I-2244,1133,19900128-0095,4.0,2015-2016
I-2245,1039,19900701-0113,2.0,2015-2016
I-2246,1284,19750102-0059,4.0,2015-2016
I-2247,1257,19931212-0079,3.0,2015-2016
I-2248,1247,19910927-0128,3.0,2015-2016
I-2249,1246,19781130-0054,2.0,2015-2016
I-2250,1163,19750122-0056,4.0,2015-2016
I-2251,1056,19790717-0045,2.0,2015-2016
I-2252,1168,19790618-0048,3.0,2016-2017
I-2253,1057,19930414-0106,1.0,2016-2017
I-2254,1239,19790426-0049,3.0,2016-2017
I-2255,1046,19750512-0043,2.0,2016-2017
I-2256,1178,19910822-0122,1.0,2016-2017
I-2257,1167,19781125-0031,1.0,2016-2017
I-2258,1158,19901219-0125,4.0,2016-2017
I-2259,1088,19910820-0078,4.0,2016-2017
I-2260,1085,19920316-0107,3.0,2016-2017
I-2261,1059,19770224-0058,4.0,2016-2017
I-2262,1184,19900211-0140,3.0,2017-2018
I-2263,1025,19920226-0075,3.0,2017-2018
I-2264,1268,19771013-0040,3.0,2017-2018
I-2265,1250,19781217-0053,2.0,2017-2018
I-2266,1142,19900430-0112,2.0,2017-2018
I-2267,1034,19770713-0042,1.0,2017-2018
I-2268,1188,19750331-0036,3.0,2017-2018
I-2269,1148,19900818-0116,4.0,2017-2018
I-2270,1065,19790708-0041,3.0,2017-2018
I-2271,1024,19900619-0076,4.0,2017-2018
I-2272,1206,19900818-0116,4.0,2018-2019
I-2273,1041,19761020-0044,4.0,2018-2019
I-2274,1240,19780424-0057,2.0,2018-2019
I-2275,1145,19781217-0053,2.0,2018-2019
I-2276,1119,19780815-0047,2.0,2018-2019
I-2277,1091,19910403-0131,4.0,2018-2019
I-2278,1264,19771013-0040,2.0,2018-2019
I-2279,1220,19750512-0043,1.0,2018-2019
I-2280,1086,19750102-0059,2.0,2018-2019
I-2281,1060,19750512-0043,4.0,2018-2019
I-2282,1051,19750331-0036,1.0,2018-2019
I-2283,1016,19770224-0058,4.0,2018-2019
I-2284,1215,19931203-0066,2.0,2019-2020
I-2285,1248,19920217-0098,1.0,2019-2020
I-2286,1218,19900317-0083,4.0,2019-2020
I-2287,1140,19750512-0043,4.0,2019-2020
I-2288,1223,19910122-0077,3.0,2019-2020
I-2289,1075,19790708-0041,2.0,2019-2020
I-2290,1048,19900701-0138,2.0,2019-2020
I-2291,1028,19900520-0063,2.0,2019-2020
I-2292,1077,19790717-0045,1.0,2020-2021
I-2293,1289,19761024-0034,2.0,2020-2021
I-2294,1105,19920206-0072,2.0,2020-2021
I-2295,1024,19921127-0120,2.0,2020-2021
I-2296,1269,19760524-0046,1.0,2020-2021
I-2297,1216,19750705-0033,4.0,2020-2021
I-2298,1172,19901219-0125,1.0,2020-2021
I-2299,1131,19780424-0057,1.0,2020-2021
I-2300,1162,19790618-0048,3.0,2021-2022
I-2301,1157,19750331-0036,3.0,2021-2022
I-2302,1295,19750220-0037,4.0,2021-2022
I-2303,1281,19900201-0074,1.0,2021-2022
I-2304,1255,19931212-0079,4.0,2021-2022
I-2305,1245,19770224-0058,1.0,2021-2022
I-2306,1236,19910421-0067,1.0,2021-2022
I-2307,1137,19921201-0094,2.0,2021-2022
I-2308,1087,19750722-0060,2.0,2021-2022
I-2309,1018,19761009-0055,1.0,2021-2022
I-2310,1197,19750906-0032,1.0,2022-2023
I-2311,1094,19780317-0052,2.0,2022-2023
I-2312,1244,19900511-0134,2.0,2022-2023
I-2313,1179,19900701-0138,3.0,2022-2023
I-2314,1235,19750102-0059,3.0,2022-2023
I-2315,1204,19780815-0047,3.0,2022-2023
I-2316,1196,19780815-0047,3.0,2022-2023
I-2317,1089,19781217-0053,4.0,2022-2023
I-2318,1080,19910122-0077,2.0,2022-2023
I-2319,1075,19920316-0107,2.0,2022-2023
I-2320,1269,19930221-0139,4.0,2023-2024
I-2321,1267,19930221-0139,1.0,2023-2024
I-2322,1141,19750512-0043,3.0,2023-2024
I-2323,1114,19910122-0077,2.0,2023-2024
I-2324,1069,19790708-0041,2.0,2023-2024
I-2325,1066,19761009-0055,1.0,2023-2024
I-2326,1290,19771013-0040,4.0,2023-2024
I-2327,1261,19761024-0034,4.0,2023-2024
I-2328,1150,19750906-0032,2.0,2023-2024
I-2329,1077,19910421-0067,1.0,2023-2024
I-2330,1076,19761020-0044,2.0,2023-2024
I-2331,1062,19901011-0119,3.0,2023-2024
I-2332,1117,19930508-0061,3.0,2013-2014
I-2333,1202,19780424-0057,4.0,2013-2014
